Account_id,Arrival
629805,KATHMANDU
4925225,NEPALGUNJ
466777,BHADRAPUR
6313170,BHADRAPUR
2402531,KATHMANDU
467548,KATHMANDU
629805,POKHARA
877727,KATHMANDU
2063608,JANAKPUR
5079455,BIRATNAGAR
2172370,BHAIRAHAWA
1018842,KATHMANDU
586003,KATHMANDU
473498,KATHMANDU
333361,KATHMANDU
376082,KATHMANDU
2111622,JANAKPUR
1138626,KATHMANDU
6964281,DHANGADHI
3471546,KATHMANDU
1769330,KATHMANDU
9421729,BIRATNAGAR
3803605,KATHMANDU
6754853,JANAKPUR
3192058,POKHARA
1693632,DHANGADHI
1767389,KATHMANDU
5432367,KATHMANDU
681286,KATHMANDU
4083074,BHAIRAHAWA
4981845,BHAIRAHAWA
891846,DHANGADHI
5055850,BIRATNAGAR
29800,KATHMANDU
2654661,BIRATNAGAR
5227547,KATHMANDU
3909988,KATHMANDU
3629861,BHAIRAHAWA
9893210,KATHMANDU
2839421,KATHMANDU
2866271,KATHMANDU
3039045,JANAKPUR
7302958,NEPALGUNJ
6754853,JANAKPUR
859180,POKHARA
667313,KATHMANDU
1735735,DHANGADHI
487236,POKHARA
3172374,KATHMANDU
2301719,KATHMANDU
386356,KATHMANDU
8711458,BIRATNAGAR
5083034,KATHMANDU
3110035,KATHMANDU
928053,KATHMANDU
372659,KATHMANDU
966778,POKHARA
3130099,BIRATNAGAR
5430607,DHANGADHI
1001627,BIRATNAGAR
5086317,BHADRAPUR
3491586,BHADRAPUR
35476,KATHMANDU
618764,KATHMANDU
3824872,BHAIRAHAWA
4217627,BHAIRAHAWA
573556,KATHMANDU
7353352,KATHMANDU
1935014,KATHMANDU
3333860,JANAKPUR
646960,DHANGADHI
5507762,BIRATNAGAR
3200787,KATHMANDU
5508324,BIRATNAGAR
349333,KATHMANDU
882827,POKHARA
1171767,BIRATNAGAR
1423590,KATHMANDU
5548531,POKHARA
10291985,BHADRAPUR
103796,BHAIRAHAWA
2252972,BIRATNAGAR
2442501,KATHMANDU
2676220,KATHMANDU
348385,SIMARA
439345,KATHMANDU
7821276,BHAIRAHAWA
1141484,KATHMANDU
618764,BHAIRAHAWA
731700,BHAIRAHAWA
6440172,BIRATNAGAR
352217,POKHARA
1763535,KATHMANDU
575846,BHAIRAHAWA
10362798,BIRATNAGAR
1168450,DHANGADHI
731700,BHAIRAHAWA
349333,KATHMANDU
362917,SIMARA
3499197,KATHMANDU
10893134,BIRATNAGAR
7214971,BHAIRAHAWA
5392845,KATHMANDU
10019822,KATHMANDU
957304,BHAIRAHAWA
7254754,KATHMANDU
5175265,KATHMANDU
337124,KATHMANDU
5779534,SURKHET
7539225,KATHMANDU
576736,KATHMANDU
301132,BHAIRAHAWA
3234846,KATHMANDU
3759998,KATHMANDU
956148,JANAKPUR
12872057,KATHMANDU
952754,KATHMANDU
84302,POKHARA
731431,BIRATNAGAR
4256148,KATHMANDU
60364,POKHARA
2959819,KATHMANDU
5268707,KATHMANDU
105726,BHADRAPUR
191441,POKHARA
2811542,JANAKPUR
48002,BIRATNAGAR
6583244,KATHMANDU
941144,NEPALGUNJ
10311668,NEPALGUNJ
6011536,KATHMANDU
3383765,KATHMANDU
12670780,KATHMANDU
2414733,KATHMANDU
604385,KATHMANDU
235478,BHADRAPUR
882827,POKHARA
7448475,SURKHET
2362637,POKHARA
2090271,KATHMANDU
8625273,KATHMANDU
4910332,BIRATNAGAR
2466738,KATHMANDU
3213571,BHAIRAHAWA
961307,BIRATNAGAR
591815,BHAIRAHAWA
1199228,BHAIRAHAWA
5364479,JANAKPUR
3077975,BHARATPUR
892274,JANAKPUR
1615388,KATHMANDU
834066,KATHMANDU
5658567,KATHMANDU
4678228,SURKHET
3121248,BIRATNAGAR
2643083,SIMARA
604297,SIMARA
3436270,BIRATNAGAR
12246511,BHADRAPUR
4826611,POKHARA
793894,BHAIRAHAWA
6762847,POKHARA
6960566,BHAIRAHAWA
2390819,POKHARA
1176248,KATHMANDU
1830788,JANAKPUR
7123317,KATHMANDU
2702350,DHANGADHI
4786368,KATHMANDU
10203329,SURKHET
1451814,POKHARA
2474754,KATHMANDU
1302589,POKHARA
1456029,NEPALGUNJ
9398983,SIMARA
467340,POKHARA
648596,RAJBIRAJ
3007424,DHANGADHI
611771,KATHMANDU
2762667,BIRATNAGAR
773563,KATHMANDU
2318364,POKHARA
503178,KATHMANDU
4166059,KATHMANDU
9798419,NEPALGUNJ
2900291,KATHMANDU
217900,BHAIRAHAWA
6775752,KATHMANDU
7050621,NEPALGUNJ
2400630,KATHMANDU
121706,DHANGADHI
567849,JANAKPUR
3924724,POKHARA
989268,KATHMANDU
646816,POKHARA
659271,KATHMANDU
974930,KATHMANDU
1007324,KATHMANDU
2198105,DHANGADHI
879202,KATHMANDU
492197,POKHARA
8577203,POKHARA
3767004,KATHMANDU
35635,KATHMANDU
1702363,BIRATNAGAR
375482,KATHMANDU
1209748,BHARATPUR
566164,BHADRAPUR
4883577,KATHMANDU
2475109,KATHMANDU
933630,KATHMANDU
692612,BHARATPUR
1209748,BHARATPUR
956509,POKHARA
2979334,NEPALGUNJ
7517571,KATHMANDU
2982018,KATHMANDU
2691455,DHANGADHI
6522091,DHANGADHI
2445104,SIMARA
8459369,KATHMANDU
3469269,NEPALGUNJ
4349148,KATHMANDU
2317245,KATHMANDU
30755,KATHMANDU
2691455,KATHMANDU
3783271,POKHARA
3938820,BHADRAPUR
3673036,KATHMANDU
694135,BHAIRAHAWA
3110529,KATHMANDU
263875,BIRATNAGAR
4083074,BHADRAPUR
2975804,KATHMANDU
6209358,KATHMANDU
7048970,KATHMANDU
12981180,POKHARA
2952073,KATHMANDU
97540,KATHMANDU
2936111,KATHMANDU
9300542,KATHMANDU
10788758,BHAIRAHAWA
657110,POKHARA
2459027,KATHMANDU
10888726,KATHMANDU
7809219,KATHMANDU
1976049,NEPALGUNJ
7231784,BIRATNAGAR
2498762,BHARATPUR
268465,POKHARA
544132,BHADRAPUR
385356,KATHMANDU
5894676,KATHMANDU
544132,BIRATNAGAR
6193588,POKHARA
4230493,BHADRAPUR
3832446,JANAKPUR
2666256,KATHMANDU
2813914,KATHMANDU
695117,BIRATNAGAR
216617,POKHARA
2512496,BHARATPUR
5021801,BIRATNAGAR
1373285,KATHMANDU
478648,SIMARA
5721316,KATHMANDU
9448645,POKHARA
884348,KATHMANDU
5613025,POKHARA
1118807,SURKHET
9753892,POKHARA
1387970,KATHMANDU
286295,POKHARA
755414,DHANGADHI
614285,BIRATNAGAR
4230493,KATHMANDU
2597833,POKHARA
3411330,POKHARA
246290,KATHMANDU
2900406,POKHARA
1318247,KATHMANDU
7090105,KATHMANDU
3129482,KATHMANDU
11092600,KATHMANDU
2810939,SIMARA
11994803,KATHMANDU
9346082,KATHMANDU
5996008,NEPALGUNJ
7874801,KATHMANDU
315281,NEPALGUNJ
2308316,JANAKPUR
3394204,NEPALGUNJ
38261,KATHMANDU
886629,BHAIRAHAWA
10346539,BHADRAPUR
9448645,KATHMANDU
8105264,BIRATNAGAR
895397,BHAIRAHAWA
732631,NEPALGUNJ
3382589,POKHARA
2341998,POKHARA
1781433,KATHMANDU
2459316,POKHARA
12942853,KATHMANDU
823101,DHANGADHI
902008,NEPALGUNJ
892604,BHAIRAHAWA
867722,BIRATNAGAR
289491,KATHMANDU
3747642,KATHMANDU
5498115,POKHARA
3880113,SURKHET
2662180,POKHARA
8438239,BIRATNAGAR
8181418,JANAKPUR
98730,KATHMANDU
204199,KATHMANDU
577222,KATHMANDU
705075,KATHMANDU
2230564,BIRATNAGAR
8411615,BIRATNAGAR
728856,KATHMANDU
1488389,BIRATNAGAR
6138204,KATHMANDU
2668350,KATHMANDU
4827424,BHADRAPUR
968310,BIRATNAGAR
462876,BHADRAPUR
491585,POKHARA
650580,POKHARA
7301966,BIRATNAGAR
4515794,BHAIRAHAWA
699558,KATHMANDU
3479519,KATHMANDU
1036224,KATHMANDU
8080182,KATHMANDU
11561593,KATHMANDU
3894405,KATHMANDU
399313,BHADRAPUR
3805135,SURKHET
5129142,KATHMANDU
8537384,NEPALGUNJ
2657722,KATHMANDU
1654341,KATHMANDU
304013,BIRATNAGAR
1136462,KATHMANDU
906920,BHAIRAHAWA
6524310,KATHMANDU
2267024,DHANGADHI
6960622,BIRATNAGAR
4201350,SURKHET
6548760,BHADRAPUR
6604295,BIRATNAGAR
850898,KATHMANDU
898166,NEPALGUNJ
11086741,KATHMANDU
5129142,BHADRAPUR
9422201,BIRATNAGAR
948008,KATHMANDU
1716833,BIRATNAGAR
453850,BHAIRAHAWA
7848912,BHAIRAHAWA
494650,KATHMANDU
2486604,KATHMANDU
5029951,KATHMANDU
2607687,KATHMANDU
48037,DHANGADHI
117978,KATHMANDU
217421,KATHMANDU
426877,KATHMANDU
4183362,JANAKPUR
3753461,BIRATNAGAR
717055,NEPALGUNJ
8681021,BHAIRAHAWA
12870029,KATHMANDU
930607,SURKHET
3818062,DHANGADHI
2233802,BHADRAPUR
6689543,KATHMANDU
6187862,KATHMANDU
460251,BHARATPUR
1002099,KATHMANDU
8594920,BHADRAPUR
2209083,KATHMANDU
1305924,JANAKPUR
220644,KATHMANDU
2544394,JANAKPUR
3473854,BIRATNAGAR
2544394,NEPALGUNJ
220863,KATHMANDU
9365155,NEPALGUNJ
6190286,KATHMANDU
623162,POKHARA
593381,KATHMANDU
12870029,JANAKPUR
123203,BIRATNAGAR
2314813,DHANGADHI
4903674,KATHMANDU
622518,BIRATNAGAR
205695,BIRATNAGAR
1080437,KATHMANDU
2151233,KATHMANDU
7451263,KATHMANDU
8721885,KATHMANDU
396425,JANAKPUR
3427772,KATHMANDU
5529077,BHADRAPUR
32439,KATHMANDU
2296827,POKHARA
4505378,KATHMANDU
8563854,KATHMANDU
597788,KATHMANDU
9194877,POKHARA
2646123,POKHARA
1211281,JANAKPUR
2956521,KATHMANDU
686588,DHANGADHI
822587,NEPALGUNJ
392611,BHARATPUR
2976219,BHAIRAHAWA
3776653,POKHARA
9043271,BIRATNAGAR
666332,KATHMANDU
1666882,NEPALGUNJ
554371,NEPALGUNJ
2559643,KATHMANDU
4031549,BHARATPUR
4825509,KATHMANDU
4563700,BIRATNAGAR
2124589,KATHMANDU
7885510,BIRATNAGAR
5572727,BHAIRAHAWA
536722,POKHARA
10570556,KATHMANDU
424483,BHAIRAHAWA
5556281,POKHARA
4508770,KATHMANDU
6454670,SURKHET
761257,KATHMANDU
621069,DHANGADHI
7557124,DHANGADHI
2524122,KATHMANDU
326097,NEPALGUNJ
6202193,POKHARA
1637145,BIRATNAGAR
1138071,BIRATNAGAR
1021074,BHADRAPUR
2406931,KATHMANDU
2435752,BHAIRAHAWA
2474867,DHANGADHI
1976649,NEPALGUNJ
479744,NEPALGUNJ
673416,KATHMANDU
3860486,POKHARA
5240702,KATHMANDU
1021074,KATHMANDU
1637145,KATHMANDU
9456600,KATHMANDU
2361182,BHADRAPUR
11931100,KATHMANDU
4568286,SURKHET
796750,BHAIRAHAWA
6369541,KATHMANDU
10557569,NEPALGUNJ
4588376,KATHMANDU
825330,NEPALGUNJ
3666081,BHAIRAHAWA
9142491,BHAIRAHAWA
8095387,KATHMANDU
5780263,KATHMANDU
6878865,KATHMANDU
1051066,NEPALGUNJ
6589259,KATHMANDU
6500899,JANAKPUR
2387239,BHARATPUR
1810849,BIRATNAGAR
11729179,DHANGADHI
9224460,KATHMANDU
2691799,BIRATNAGAR
3373715,BIRATNAGAR
894264,KATHMANDU
887567,DHANGADHI
8238731,BHAIRAHAWA
2529603,DHANGADHI
1074099,KATHMANDU
5575291,BHARATPUR
894264,BHARATPUR
11931100,BIRATNAGAR
4899181,KATHMANDU
2563527,KATHMANDU
5076180,KATHMANDU
6738102,BHAIRAHAWA
630216,SIMARA
10957287,KATHMANDU
10024558,DHANGADHI
1905588,SIMARA
731431,KATHMANDU
3554249,KATHMANDU
2544394,KATHMANDU
4419817,KATHMANDU
9666306,NEPALGUNJ
3338408,NEPALGUNJ
2544394,KATHMANDU
1922876,KATHMANDU
5631501,BHAIRAHAWA
495574,BHARATPUR
5413469,KATHMANDU
1854582,BHAIRAHAWA
742064,BIRATNAGAR
5140804,SURKHET
2416436,KATHMANDU
4652027,KATHMANDU
1072970,KATHMANDU
658499,BIRATNAGAR
8507103,BHAIRAHAWA
794022,KATHMANDU
107471,BHAIRAHAWA
960131,BIRATNAGAR
2642604,KATHMANDU
308959,BHARATPUR
5543117,KATHMANDU
8507103,BHAIRAHAWA
66556,BIRATNAGAR
1362294,BHARATPUR
7500000,BHARATPUR
5291802,KATHMANDU
305403,DHANGADHI
2139467,POKHARA
2194641,KATHMANDU
2147862,KATHMANDU
5066367,BIRATNAGAR
4460502,KATHMANDU
2168384,JANAKPUR
11879792,BIRATNAGAR
2625451,KATHMANDU
12956935,BIRATNAGAR
2525351,NEPALGUNJ
410139,BIRATNAGAR
4808507,BHADRAPUR
7010245,KATHMANDU
3188380,SURKHET
6589259,KATHMANDU
2460821,JANAKPUR
5471543,POKHARA
2656588,KATHMANDU
2320098,BIRATNAGAR
9199215,DHANGADHI
1829225,KATHMANDU
471333,POKHARA
4185090,DHANGADHI
8308980,SURKHET
774439,BHARATPUR
224987,JANAKPUR
10084678,BIRATNAGAR
673416,POKHARA
5045022,BHADRAPUR
828439,KATHMANDU
3022145,BIRATNAGAR
47600,KATHMANDU
774439,KATHMANDU
752833,KATHMANDU
10439453,KATHMANDU
5601678,KATHMANDU
4703827,SIMARA
5646572,BHAIRAHAWA
10820919,JANAKPUR
3516662,BIRATNAGAR
2489578,BIRATNAGAR
2682962,KATHMANDU
1076900,KATHMANDU
8925333,BHAIRAHAWA
685214,KATHMANDU
2427681,KATHMANDU
66556,KATHMANDU
9883710,BHAIRAHAWA
1285199,BIRATNAGAR
3815576,BIRATNAGAR
2489578,BIRATNAGAR
649511,KATHMANDU
4038410,RAJBIRAJ
658407,KATHMANDU
3754720,KATHMANDU
879180,BHAIRAHAWA
429845,KATHMANDU
348267,BIRATNAGAR
3048047,JANAKPUR
3806844,BHAIRAHAWA
495244,BIRATNAGAR
2665423,NEPALGUNJ
2982824,KATHMANDU
3805135,SURKHET
7641128,KATHMANDU
857714,JANAKPUR
6264316,BIRATNAGAR
2885840,KATHMANDU
5688569,NEPALGUNJ
8651790,POKHARA
854747,BIRATNAGAR
6517026,POKHARA
5661180,BHADRAPUR
8917425,BHAIRAHAWA
3443465,NEPALGUNJ
759790,KATHMANDU
2257146,KATHMANDU
2448823,KATHMANDU
673416,KATHMANDU
3974442,NEPALGUNJ
10214888,BIRATNAGAR
988714,KATHMANDU
519435,BIRATNAGAR
76647,DHANGADHI
34626,POKHARA
8438496,KATHMANDU
2736650,BHARATPUR
8449418,BIRATNAGAR
3976942,KATHMANDU
5939592,NEPALGUNJ
5582799,KATHMANDU
7515958,JANAKPUR
8974085,BHAIRAHAWA
6806315,NEPALGUNJ
10684670,KATHMANDU
4410519,POKHARA
1156597,KATHMANDU
9294096,BHAIRAHAWA
3867630,KATHMANDU
851580,BHARATPUR
454251,KATHMANDU
230860,POKHARA
8971103,BHAIRAHAWA
1004274,KATHMANDU
1502361,POKHARA
2496626,BHAIRAHAWA
3886797,BHAIRAHAWA
9055784,KATHMANDU
5472168,BHARATPUR
11078236,BHAIRAHAWA
7766982,KATHMANDU
921625,BHAIRAHAWA
5882068,BIRATNAGAR
1353228,BHADRAPUR
2476586,SURKHET
4997236,KATHMANDU
232576,BIRATNAGAR
6502594,BHAIRAHAWA
2564737,DHANGADHI
417776,KATHMANDU
276929,KATHMANDU
9055784,KATHMANDU
3537665,POKHARA
458390,KATHMANDU
836008,KATHMANDU
943629,KATHMANDU
3965510,NEPALGUNJ
3785312,KATHMANDU
400508,KATHMANDU
2958773,KATHMANDU
2332086,KATHMANDU
268140,NEPALGUNJ
882281,KATHMANDU
4655436,KATHMANDU
6445717,KATHMANDU
4067401,BHADRAPUR
1514549,DHANGADHI
883162,KATHMANDU
8043957,KATHMANDU
529729,BIRATNAGAR
12091636,JANAKPUR
1511613,KATHMANDU
3374639,KATHMANDU
959755,BIRATNAGAR
4089179,POKHARA
390343,KATHMANDU
882281,DHANGADHI
409347,KATHMANDU
2493348,KATHMANDU
90995,JANAKPUR
8628188,KATHMANDU
5658707,KATHMANDU
2179635,NEPALGUNJ
439984,POKHARA
11673968,BHAIRAHAWA
4696371,NEPALGUNJ
350126,BHADRAPUR
4740097,POKHARA
2682092,BHADRAPUR
5337119,BHARATPUR
1376838,KATHMANDU
409347,BIRATNAGAR
408156,KATHMANDU
4165509,BHAIRAHAWA
2078526,KATHMANDU
3857691,BHAIRAHAWA
902774,BIRATNAGAR
171407,NEPALGUNJ
3988273,KATHMANDU
10692904,KATHMANDU
424703,JANAKPUR
6866284,BHAIRAHAWA
3787489,KATHMANDU
9337843,KATHMANDU
9311329,BIRATNAGAR
350126,BHADRAPUR
2752695,BHAIRAHAWA
1958146,KATHMANDU
5625361,KATHMANDU
5921017,KATHMANDU
261088,TUMLINGTAR
1353496,KATHMANDU
5846737,KATHMANDU
469567,KATHMANDU
672173,BHAIRAHAWA
7674303,KATHMANDU
350126,BHADRAPUR
862390,BIRATNAGAR
3787489,KATHMANDU
343669,BIRATNAGAR
151257,BHAIRAHAWA
58100,BHAIRAHAWA
791916,JANAKPUR
906252,BHADRAPUR
11027067,KATHMANDU
749540,KATHMANDU
8771623,POKHARA
600032,KATHMANDU
743648,SIMARA
4896441,JANAKPUR
4180908,KATHMANDU
589752,SURKHET
7685051,BIRATNAGAR
361939,KATHMANDU
90995,JANAKPUR
7683230,SURKHET
7930507,DHANGADHI
9050305,POKHARA
10471718,KATHMANDU
3599408,BHAIRAHAWA
3782990,NEPALGUNJ
2976283,KATHMANDU
9192054,JANAKPUR
2713166,KATHMANDU
1160397,BIRATNAGAR
7784325,BHAIRAHAWA
896526,KATHMANDU
614465,KATHMANDU
7292814,POKHARA
2571408,BHAIRAHAWA
9991557,KATHMANDU
2424956,NEPALGUNJ
134685,SURKHET
3906630,KATHMANDU
813582,KATHMANDU
4602357,KATHMANDU
3015975,KATHMANDU
2287732,KATHMANDU
5580349,KATHMANDU
4559503,NEPALGUNJ
1919842,KATHMANDU
3445414,KATHMANDU
4239121,KATHMANDU
7022873,KATHMANDU
8121513,KATHMANDU
3925877,KATHMANDU
7074003,BHARATPUR
9891111,KATHMANDU
9194389,DHANGADHI
713589,KATHMANDU
3787489,KATHMANDU
862390,BIRATNAGAR
3460991,BHADRAPUR
8212130,KATHMANDU
2847969,KATHMANDU
6071190,DHANGADHI
9970255,KATHMANDU
258608,KATHMANDU
428409,POKHARA
4397091,NEPALGUNJ
6406237,KATHMANDU
12809857,KATHMANDU
4213836,BIRATNAGAR
4621960,KATHMANDU
3637675,KATHMANDU
202000,KATHMANDU
362382,KATHMANDU
1958826,BIRATNAGAR
2518358,KATHMANDU
8671723,BHADRAPUR
458537,KATHMANDU
2360565,KATHMANDU
319113,BHADRAPUR
4025550,KATHMANDU
3464865,BHARATPUR
2165285,NEPALGUNJ
9114262,BHADRAPUR
9187687,POKHARA
4075893,KATHMANDU
8727203,KATHMANDU
10692360,BHAIRAHAWA
573449,KATHMANDU
757268,SIMARA
1703535,KATHMANDU
4952002,KATHMANDU
326825,BHAIRAHAWA
414238,POKHARA
694846,BIRATNAGAR
5642872,KATHMANDU
3427507,KATHMANDU
1952704,KATHMANDU
70639,KATHMANDU
5550572,BIRATNAGAR
4571417,NEPALGUNJ
5447903,KATHMANDU
2662180,BHAIRAHAWA
7530083,KATHMANDU
1085176,POKHARA
3386612,KATHMANDU
9450118,KATHMANDU
10438492,BHAIRAHAWA
596026,NEPALGUNJ
4989511,SIMARA
390391,KATHMANDU
2521076,KATHMANDU
3463882,BIRATNAGAR
2806959,KATHMANDU
8745667,KATHMANDU
5229959,DHANGADHI
6777326,KATHMANDU
3873816,BIRATNAGAR
897765,BIRATNAGAR
4180908,KATHMANDU
5518830,KATHMANDU
760238,BIRATNAGAR
817064,KATHMANDU
5027618,KATHMANDU
10463324,KATHMANDU
10890371,KATHMANDU
785503,KATHMANDU
3556992,BHARATPUR
2205636,POKHARA
934942,KATHMANDU
4344571,BIRATNAGAR
2530435,KATHMANDU
1444581,BHAIRAHAWA
861683,KATHMANDU
396945,KATHMANDU
2107542,BHAIRAHAWA
5086083,POKHARA
927942,BIRATNAGAR
4119059,KATHMANDU
2695464,BHARATPUR
6850942,KATHMANDU
5075580,POKHARA
5803099,KATHMANDU
884169,KATHMANDU
4483174,BIRATNAGAR
780822,BHAIRAHAWA
964670,KATHMANDU
2097787,POKHARA
2114994,BIRATNAGAR
5450215,BHARATPUR
8736936,KATHMANDU
3883896,KATHMANDU
1771344,SURKHET
2308316,JANAKPUR
3073880,BHADRAPUR
2069508,KATHMANDU
2004065,KATHMANDU
2472346,NEPALGUNJ
9303622,KATHMANDU
3928206,DHANGADHI
7149421,KATHMANDU
155038,KATHMANDU
439404,BIRATNAGAR
1760508,BIRATNAGAR
695625,KATHMANDU
2247066,BIRATNAGAR
5467260,BHAIRAHAWA
3573407,KATHMANDU
733063,KATHMANDU
854799,SURKHET
7388537,KATHMANDU
1259068,BHAIRAHAWA
385629,JANAKPUR
697547,BHAIRAHAWA
7226655,KATHMANDU
1686680,BHADRAPUR
659576,KATHMANDU
5162083,KATHMANDU
5085433,BIRATNAGAR
4079518,BHAIRAHAWA
738939,KATHMANDU
826226,KATHMANDU
296720,NEPALGUNJ
736280,KATHMANDU
3401837,BIRATNAGAR
12349901,JANAKPUR
2475120,KATHMANDU
537446,BIRATNAGAR
1368513,SIMARA
2016738,NEPALGUNJ
385629,KATHMANDU
4645935,BHAIRAHAWA
3984379,KATHMANDU
11123195,SIMARA
5855806,BHADRAPUR
3148068,BIRATNAGAR
7789926,NEPALGUNJ
2162439,BHAIRAHAWA
9057150,BHADRAPUR
7388537,BIRATNAGAR
3932426,BIRATNAGAR
1693549,BIRATNAGAR
755796,NEPALGUNJ
2162439,BHAIRAHAWA
5855806,KATHMANDU
11123195,KATHMANDU
4738662,BHAIRAHAWA
2291944,KATHMANDU
573675,BHAIRAHAWA
1583624,BIRATNAGAR
846998,KATHMANDU
3938820,BHADRAPUR
6303705,BHAIRAHAWA
5851381,KATHMANDU
548967,KATHMANDU
6638899,BIRATNAGAR
12861214,SURKHET
9027585,KATHMANDU
2496607,KATHMANDU
12861214,SURKHET
2183107,KATHMANDU
1201034,KATHMANDU
910646,KATHMANDU
5575693,NEPALGUNJ
12861214,SURKHET
5082647,POKHARA
539141,BHADRAPUR
6521539,SIMARA
11410220,POKHARA
9824273,POKHARA
4240052,KATHMANDU
1957672,POKHARA
4354135,KATHMANDU
6890899,KATHMANDU
461119,NEPALGUNJ
11271069,NEPALGUNJ
5482517,KATHMANDU
2137015,POKHARA
672650,BIRATNAGAR
